"cst","csts","des","al","kt","nik"
"01D01 ",M0319 ,PODO MORO                     ,                                                            ,ROGOJAMPI      ,""
"01D01 ",M1017 ,RAMAI                         ,JL.RAYA KENDIT 16                                           ,SITUBONDO      ,""
"01D01 ",M0049 ,REJEKI                        ,JL. JUANDA 44                                               ,JAJAG          ,""
"01D01 ",M0686 ,RUKUN JAYA                    ,"JL. NIAGA BLOK C No.2,3,15                                  ",BESUKI         ,""
"01D01 ",M0597 ,SAMI JAYA                     ,                                                            ,BESUKI         ,""
"01D01 ",M1016 ,SAMI JAYA                     ,JL. RAYA BESUKI                                             ,SITUBONDO      ,""
"01D01 ",M1009 ,SANDANG PANGAN                ,STAN PASAR MIMBAAN BARU                                     ,SITUBONDO      ,""
"01D01 ",M0856 ,SARI LUHUR                    ,                                                            ,LUMAJANG       ,""
"01D01 ",M1013 ,SEJAHTERA                     ,STAN DALAM PASAR                                            ,ASEMBAGUS      ,""
"01D01 ",M1011 ,SIMPANG JAYA                  ,STAN DALAM PASAR ASEMBAGUS                                  ,SITUBONDO      ,""
"01D01 ",M1014 ,SUBUR                         ,JL. RAYA 8                                                  ,ASEMBAGUS      ,""
"01D01 ",M1008 ,SUMBER ADIL                   ,STAN PASAR MIMBAAN BARU                                     ,SITUBONDO      ,""
"01D01 ",M1131 ,SUMBER BARU                   ,JL. MAWAR Gg.8 NO.11                                        ,SITUBONDO      ,""
"01D01 ",M0156 ,SUMBER MAKMUR                 ,JL. IRIAN JAYA 14 P                                         ,SITUBONDO      ,""
"01D01 ",M0747 ,SURYA                         ,                                                            ,JEMBER         ,""
"01D01 ",M0513 ,SURYA JAYA                    ,JL. DR.WAHIDIN 12                                           ,JEMBER         ,""
"01D01 ",M1130 ,UD.JEMBER                     ,JL. KH. WAHID HASYIM 37                                     ,BONDOWOSO      ,""
"01D01 ",M1018 ,UNGGUL JAYA                   ,STAN PASAR                                                  ,BESUKI         ,""
"01D01 ",M1012 ,YUYUN                         ,STAN DALAM PASAR                                            ,ASEMBAGUS      ,""
"01A04 ",M1906 ,NUR FADILAH                   ,JL. MANYAR SABRANGAN 79                                     ,SURABAYA       ,""
"01A04 ",U0288 ,IDA                           ,JL. MAPPAODDANG NO. 12 D                                    ,MAKASSAR       ,""
"01A04 ",X0368 ,AKS                           ,                                                            ,ATAMBUA        ,""
"01A04 ",M1916 ,CAHAYA AMANAH                 ,"JL.LAMONGAN STAN 45,47 & 49                                 ",SURABAYA       ,""
"01B01 ",M0936 ,A WEN                         ,JL. K.H.HASIM AZHARI 21                                     ,JOMBANG        ,""
"01B01 ",M1031 ,ANYAR                         ,JL.RAYA 160                                                 ,KESAMBEN       ,""
"01B01 ",M0903 ,CAHAYA MAS                    ,JL. DIPONEGORO 214                                          ,GONDANGLEGI/MLG,""
"01B01 ",M1246 ,CAHAYA MAS ARAYA              ,PURI NIAGA F2                                               ,MALANG         ,""
"01B01 ",M1118 ,CITRA                         ,JL. PAHLAWAN 1                                              ,KEPANJEN MALANG,""
"01B01 ",M0237 ,CV. DELAPAN-DELAPAN           ,KOMPLEK P/GUDANGAN M/MULYO                                  ,SURABAYA       ,""
"01B01 ","01B01 ",INDRA HARYO                   ,JL. ADE IRMA SURYANI 6A                                     ,MALANG         ,""
"01B01 ",M0854 ,JA                            ,JL. MARGOMULYO PERMAI U/2                                   ,SURABAYA       ,""
"01B01 ",M0843 ,MAYASARI                      ,PASAR BARU UNIT II                                          ,DAMPIT         ,""
"01B01 ",M0062 ,MORO SENENG                   ,JL. LAWU 59                                                 ,BLITAR         ,""
"01B01 ",M0267 ,MORO SENENG                   ,                                                            ,MALANG         ,""
"01B01 ",M0061 ,MORODADI                      ,JL. MAWAR STAND PASAR LEGI 4                                ,BLITAR         ,""
"01B01 ",M0258 ,SANTOSA                       ,PASAR BESAR Lt.DASAR                                        ,MALANG         ,""
"01B01 ",M1093 ,SERBA ADA                     ,                                                            ,JOMBANG        ,""
"01B01 ",M1098 ,SURYA KENCANA INDAH           ,PATTIMURA 4                                                 ,BATU           ,""
"01B01 ",M1103 ,UD. HENDRO                    ,GUDANG SURIMULYA                                            ,SURABAYA       ,""
"01B01 ",M0373 ,WARINGIN INDAH                ,JL. DIPONEGORO 3                                            ,TULUNGAGUNG    ,""
"01A04 ",S0045 ,ANDRI                         ,                                                            ,PALU           ,""
"01A04 ",M1920 ,MATAHARI IUS                  ,JAGIR WONOKROMO WETAN N0.21                                 ,SURABAYA       ,""
"01A04 ",Z0166 ,LERRY                         ,                                                            ,PAPUA          ,""
"01A04 ",M1923 ,TOKO YOYOK                    ,PASAR TAMBAH REJO BLOK H-003                                ,SURABAYA       ,""
"01A04 ",Q0287 ,ANDRE                         ,JL.SULTAN HASANUDIN                                         ,SAMARINDA      ,""
"02A94 ",I0003 ,ABADI                         ,JL. P. TUBAGUS ANGKE 95                                     ,JAKARTA        ,""
"02A94 ",G0008 ,AKANG                         ,                                                            ,MEDAN          ,""
"02A94 ",I0173 ,ANUGRAH INDAH                 ,                                                            ,JAKARTA        ,""
"02A94 ",I0137 ,AROMA                         ,JL. K.H. MANSYUR 184 A                                      ,JAKARTA        ,""
"02A94 ",F0038 ,ATONG                         ,JL. BATU TULIS III/27                                       ,PALEMBANG      ,""
"02A94 ",I0171 ,BAPAK ABDUL AZIS FOVANA       ,                                                            ,JAKARTA        ,""
"02A94 ",G0031 ,BINTANG REJEKI                ,JL.SUTOMO 11 PEMATANG SIANTAR                               ,MEDAN          ,""
"02A94 ",J0076 ,CEMERLANG                     ,JL. KARTINI NO. 64                                          ,DEPOK LAMA     ,""
"02A94 ",H0018 ,GEMBIRA HOUSE WARE            ,JL. IMAM BONJOL 68                                          ,LAMPUNG        ,""
"02A94 ",I0152 ,H. BARABI                     ,MUARA BUNGA                                                 ,JAKARTA        ,""
"02A94 ",I0174 ,HIDUP BARU                    ,                                                            ,JAKARTA        ,""
"02A94 ",J0009 ,HIDUP BARU                    ,JL. PINTU PASAR TIMUR 9A                                    ,JATINEGARA     ,""
"02A94 ",G0035 ,IDOLA/IDOLA II                ,JL. JAWA NO. 24                                             ,BENGKULU       ,""
"02A94 ",I0100 ,KOTA MAKMUR                   ,JL. PINTU KECIL 14                                          ,JAKARTA        ,""
"02A94 ",I0027 ,LAMPUNG                       ,JL. K.H. MANSYUR 207                                        ,JAKARTA        ,""
"02A94 ",J0032 ,LEE SHE                       ,JL. MINANGKABAU DLM. 22                                     ,JAKARTA        ,""
"02A94 ",G0011 ,LIGA                          ,JL. LATUHARHARY 21                                          ,JAMBI          ,""
"02A94 ",I0141 ,MADAM MARIAM                  ,                                                            ,JAKARTA        ,""
"02A94 ",I0170 ,MADAM MARIAM MALI             ,                                                            ,JAKARTA        ,""
"02A94 ",I0105 ,MADAME FATIMAH                ,                                                            ,JAKARTA        ,""
"02A94 ",I0136 ,MAJU JAYA                     ,PS. TOMANG BRT BLOK B-18 Lt. I                              ,JAKARTA        ,""
"02A94 ",Z0055 ,MEGA                          ,JL. RAYA ABEPURA KEL. HEDAM                                 ,JAYAPURA       ,""
"02A94 ",J0140 ,MEGA RIA                      ,                                                            ,BANDUNG        ,""
"02A94 ",I0167 ,MUTIARA INDAH                 ,JL. KH. MOH. MANSYUR 240 C                                  ,JAKARTA        ,""
"02A94 ",G0032 ,NARUMI                        ,JL.SUTOMO 40 PEMATANG SIANTAR                               ,MEDAN          ,""
"02A94 ",I0011 ,NEW HERO                      ,JL. PERNIAGAAN TIMUR 18                                     ,JAKARTA        ,""
"02A94 ",I0047 ,NIKO POLIS                    ,PS. KOPRO TANJUNG DUREN                                     ,JAKARTA        ,""
"02A94 ",G0033 ,PAK ABDI                      ,                                                            ,MEDAN          ,""
"02A94 ",I0145 ,PANEN RAYA REJEKI MANTAB      ,JL. KH. MANSYUR 23                                          ,JAKARTA        ,""
"02A94 ",I0088 ,PD. SETIA                     ,PINTU KECIL 5                                               ,JAKARTA        ,""
"02A94 ",J0139 ,PD. STEEL                     ,                                                            ,BANDUNG        ,""
"02A94 ",I0157 ,PT. DAMANDA GEMILANG          ,JL. PINANGSIA TIMUR 66                                      ,JAKARTA        ,""
"02A94 ",I0126 ,PT. RODA MAS                  ,LETJEN MT. HARYONO KAV 31-32                                ,JAKARTA        ,""
"02A94 ","02A94 ",PT.IDEAL INTERNASIONAL MANDIRI,JL.MALAKA II (D.H ORPA) NO.54                               ,JAKARTA BARAT  ,""
